signal_id,version,trade_id,side,entry_id,entry_time,entry_price,qty,level_snapshot,trend_mode_at_entry,breakout_context,reverse_context,signal_bar_index,signal_open,signal_high,signal_low,signal_close,signal_volume,rsiVal,atr_,atrPct,smoothMid,midHigh,midLow,smoothRes,smoothSup,zoneOffset,channelWidth,signal_hour,signal_month,candle_direction,candle_body_pct,atr_pct_bucket,rsi_bucket
608,v17,608,short,TrendShort,2025-11-21 08:45:00,83643.42,0.16542267536937802,0,-1,breakout_down,,66275,83791.27,83980.0,83521.07,83643.45,1113.6434,24.811930540386726,524.1098262268696,0.006265999623722714,90887.8416485323,92984.34320573922,88791.3400913254,95080.84476294613,86694.83853411849,670.880498306211,8386.006228827639,8,2025-11,bearish,0.17672633063319004,q4_high,"(-0.001, 30.0]"
609,v17,609,long,RevLong,2025-11-21 09:15:00,83079.81999999999,0.16760730030793777,0,2,breakout_short_tp,rev_long,66277,83702.81,83767.2,83064.76,83079.79,755.72209,21.911297534324007,524.7016805440459,0.006315635614197459,90851.158548372,92948.84722390064,88753.46987284336,95046.53589942926,86655.78119731473,671.2603761691623,8390.75470211453,9,2025-11,bearish,0.7499056027946196,q4_high,"(-0.001, 30.0]"
610,v17,610,short,Short1,2025-11-23 20:30:00,87529.84,0.03319592002122986,1,0,,,66514,87623.91,87650.46,87427.0,87529.87,189.99734,60.626941230031,329.19170138018694,0.0037609070067188147,85556.3407111206,87595.07357093034,83517.60785131092,89633.80643074008,81478.87499150123,652.3945151391079,8154.931439238848,20,2025-11,bearish,0.10743760958402902,q3,"(60.0, 70.0]"
611,v17,611,short,Short1,2025-11-24 18:15:00,88359.16,0.01642540992130446,1,0,,,66601,88488.0,88527.59,88224.82,88359.19,325.38476,68.21734252363461,395.20581618357767,0.004472718866974422,85483.206832333,87529.9182550007,83436.49540966537,89576.62967766839,81389.78398699772,654.9476552536537,8186.845690670671,18,2025-11,bearish,0.14577996923692677,q4_high,"(60.0, 70.0]"
612,v17,612,short,Short1,2025-11-26 18:30:00,89729.95,0.016177451941801875,1,0,,,66794,90349.26,90369.71,89709.68,89729.98,600.13133,71.68736587636315,342.27910628031395,0.0038145456655658896,87266.36624583366,89222.48713022802,85310.2453614393,91178.6080146224,83354.12447704493,625.9586830061977,7824.483537577471,18,2025-11,bearish,0.6901595208201304,q3,"(70.0, 100.0]"
613,v17,613,short,Short2,2025-11-27 02:00:00,91029.86,0.06369104520859166,2,0,,,66824,91145.78,91213.68,90879.76,91029.89,269.17518,69.89806831226215,331.99002216335475,0.0036470440880830984,87481.05956079828,89446.27402340512,85515.84509819142,91411.48848601195,83550.63063558456,628.8686280341913,7860.85785042739,2,2025-11,bearish,0.1273098319683781,q3,"(60.0, 70.0]"
614,v17,614,short,Short1,2025-11-28 09:00:00,91673.96,0.01580202328549509,1,0,,,66948,91689.99,91850.0,91518.42,91673.99,219.73953,60.135711237067476,247.68292204060793,0.002701779665536625,89040.67666971116,91071.8833845457,87009.46995487662,93103.09009938024,84978.26324004208,649.9861487470521,8124.826859338151,9,2025-11,bearish,0.01745315110643706,q1_low,"(60.0, 70.0]"
615,v17,616,long,Long1,2025-12-01 01:00:00,87411.84,0.016573067764827643,1,0,,,67204,87000.0,87697.95,86941.4,87411.81,702.38812,16.868884903786466,236.62958143638897,0.0027070664871988006,91087.29695499917,93241.78313208796,88932.8107779104,95396.26930917677,86778.32460082165,689.4355766684097,8617.94470835512,1,2025-12,bullish,0.4711148299068486,q1_low,"(-0.001, 30.0]"
616,v17,617,long,Long2,2025-12-01 01:00:00,87411.84,0.06628988226156239,2,0,,,67204,87000.0,87697.95,86941.4,87411.81,702.38812,16.868884903786466,236.62958143638897,0.0027070664871988006,91087.29695499917,93241.78313208796,88932.8107779104,95396.26930917677,86778.32460082165,689.4355766684097,8617.94470835512,1,2025-12,bullish,0.4711148299068486,q1_low,"(-0.001, 30.0]"
617,v17,615,long,Long3,2025-12-01 04:30:00,85895.28,0.06686535905688472,3,0,,,67218,85733.66,86009.25,85695.44,85895.25,264.11773,19.549853139763115,259.41240111923065,0.0030201018230837057,91011.8883280586,93170.8769519202,88852.8997041971,95329.8655757818,86693.9110803356,690.8763596356963,8635.954495446204,4,2025-12,bullish,0.18812448883959998,q2,"(-0.001, 30.0]"
618,v17,618,short,Short1,2025-12-02 17:30:00,91723.42,0.015555421631267826,1,0,,,67366,91756.01,91959.52,91605.66,91723.45,320.20795,78.4616770782032,379.53782847182475,0.004137849464578848,88834.96886451555,91008.66564809668,86661.2720809344,93182.36243167782,84487.57529735325,695.5829707459651,8694.787134324564,17,2025-12,bearish,0.03549801059597919,q3,"(70.0, 100.0]"
619,v17,619,short,Short1,2025-12-03 02:15:00,92806.73,0.015376859363432055,1,0,,,67401,92883.92,93051.64,92600.71,92806.76,427.47535,71.77122455864036,371.5481496319237,0.004003459981060903,88757.19949787713,90937.28377185641,86577.11522389784,93117.3680458357,84397.03094991855,697.6269676733716,8720.337095917144,2,2025-12,bearish,0.08314049536909111,q3,"(70.0, 100.0]"
620,v17,620,short,Short2,2025-12-03 02:15:00,92806.73,0.0615052211984535,2,0,,,67401,92883.92,93051.64,92600.71,92806.76,427.47535,71.77122455864036,371.5481496319237,0.004003459981060903,88757.19949787713,90937.28377185641,86577.11522389784,93117.3680458357,84397.03094991855,697.6269676733716,8720.337095917144,2,2025-12,bearish,0.08314049536909111,q3,"(70.0, 100.0]"
621,v17,621,short,Short1,2025-12-03 22:00:00,93688.96,0.0152484671434989,1,0,,,67480,93700.01,93818.45,93440.0,93688.99,302.78508,63.187070807061055,383.75969890245074,0.004096102422519986,89122.82182894096,91302.64178360853,86943.00187427341,93482.46173827609,84763.18191960588,697.5423854936171,8719.279818670213,22,2025-12,bearish,0.011762321271677197,q3,"(60.0, 70.0]"
622,v17,622,long,Long1,2025-12-05 14:45:00,90287.7,0.03164343962339723,1,0,,,67643,90206.44,90503.31,89969.98,90287.67,428.21683,28.834206411107203,308.9743188686837,0.0034221097838573497,91902.77865294293,94037.83732835797,89767.71997752786,96172.89600377301,87632.6613021128,683.2187761328172,8540.234701660214,14,2025-12,bullish,0.08996798787696694,q2,"(-0.001, 30.0]"
623,v17,623,long,Long1,2025-12-05 19:00:00,89123.55,0.016032169526461724,1,0,,,67660,88936.04,89199.99,88814.88,89123.52,235.45668,39.88481036892088,365.6743527797293,0.004103006173675919,92118.54460824381,94258.58707922962,89978.502137258,96398.62955021541,87838.45966627217,684.8135907154589,8560.169883943236,19,2025-12,bullish,0.21035973444497083,q3,"(30.0, 40.0]"
624,v17,624,long,Long1,2025-12-06 23:30:00,89098.02,0.01604041692992027,1,0,,,67774,89013.99,89180.0,89001.43,89097.99,47.26298,33.71456252204129,219.8783846268078,0.002467826542740277,91463.29655612593,93612.11916330103,89314.47394895085,95760.94177047613,87165.65134177575,687.6232342960301,8595.290428700377,23,2025-12,bullish,0.09427822109118286,q1_low,"(30.0, 40.0]"
625,v17,625,long,Long1,2025-12-07 13:30:00,88965.39,0.03213204552161162,1,0,,,67830,88926.38,89055.59,88870.79,88965.36,100.23994,38.94185989574139,190.6029870196736,0.00214244046244149,90777.63075922271,92946.84622918033,88608.4152892651,95116.06169913795,86439.19981930751,694.148950386435,8676.861879830438,13,2025-12,bullish,0.043814806122288406,q1_low,"(30.0, 40.0]"
626,v17,626,short,Short1,2025-12-09 16:15:00,93376.75,0.015411872016320332,1,0,,,68033,93442.26,93718.86,93276.68,93376.78,922.01409,82.35713961097682,318.00019907695815,0.0034055597020689527,90199.79508888937,92363.36500787112,88036.22516990767,94526.93492685289,85872.65525092596,692.3423740741541,8654.279675926926,16,2025-12,bearish,0.07012449990243391,q2,"(70.0, 100.0]"
627,v17,627,short,Short1,2025-12-10 20:15:00,93579.41,0.01538200231709978,1,0,,,68145,94252.99,94476.0,93148.0,93579.44,764.11708,62.659127185807044,353.0102966524118,0.0037723061460125406,91252.66774661146,93434.95327576366,89070.38221745924,95617.23880491585,86888.09668830702,698.331369328706,8729.142116608826,20,2025-12,bearish,0.7197628025985227,q3,"(60.0, 70.0]"
628,v17,628,short,Short1,2025-12-11 21:30:00,93174.33,0.031028773845563854,1,0,,,68246,93280.0,93555.0,92874.7,93174.36,716.45304,73.45630463940623,380.66483920613194,0.004085510640546733,91385.08837206986,93567.02199631423,89203.15474782545,95748.9556205586,87021.22112358104,698.2187597582047,8727.734496977559,21,2025-12,bearish,0.11337883082856637,q3,"(70.0, 100.0]"
629,v17,629,long,Long1,2025-12-14 14:45:00,89118.06999999999,0.03268177986621488,1,0,,,68507,88982.06,89138.21,88884.26,89118.04,228.94026,38.409359823344765,172.64610965827023,0.0019372745367634908,90791.32574291583,93072.1485976656,88510.50288816605,95352.97145241537,86229.68003341627,729.8633135199279,9123.291418999099,14,2025-12,bullish,0.15258414570158405,q1_low,"(30.0, 40.0]"
630,v17,631,long,Long1,2025-12-15 15:30:00,87203.58,0.016704870748538152,1,0,,,68606,86871.24,87203.55,86621.91,87203.55,638.83016,21.65503484673839,252.81568261356153,0.0028991443881993513,90127.29480897152,92372.65625192437,87881.93336601864,94618.01769487723,85636.57192306576,718.5156617449178,8981.445771811472,15,2025-12,bullish,0.3810739356367919,q2,"(-0.001, 30.0]"
631,v17,630,long,Long2,2025-12-15 18:30:00,85757.62,0.06783101446181679,2,0,,,68618,85586.01,85895.0,85146.64,85757.59,573.29082,21.66890713797727,283.2707916163098,0.0033031570921746964,89982.17983996624,92230.85838737275,87733.50129255975,94479.53693477926,85484.82274515326,719.57713517008,8994.714189626,18,2025-12,bullish,0.20007558514645962,q2,"(-0.001, 30.0]"
632,v17,632,long,Long1,2025-12-17 05:30:00,86488.06999999999,0.03371316986477092,1,0,,,68758,86423.92,86519.16,86230.0,86488.04,94.21923,28.45778637867089,287.9464291484296,0.0033293207841041334,88276.30688998994,90448.56912490804,86104.0446550718,92620.83135982614,83931.78242015367,695.1239151737979,8689.048939672473,5,2025-12,bullish,0.0741374183066183,q2,"(-0.001, 30.0]"
633,v17,633,long,Long1,2025-12-17 19:15:00,85709.0,0.03430634419371572,1,0,,,68813,85521.7,85939.92,85493.89,85708.97,284.87527,37.83363933437413,380.55065756262456,0.004440033027612216,87732.60648556877,89913.15777008052,85552.05520105702,92093.70905459228,83371.50391654526,697.7764110437618,8722.205138047022,19,2025-12,bullish,0.2184952170117131,q3,"(30.0, 40.0]"
634,v17,634,long,Long1,2025-12-18 20:00:00,85151.49,0.03454636027209976,1,0,,,68912,84483.8,85268.41,84450.01,85151.46,476.56982,36.202428079555446,422.8127565455514,0.004965419929917248,86941.16850066514,89075.7456065981,84806.59139473215,91210.32271253104,82672.01428879918,683.0646738985483,8538.308423731854,20,2025-12,bullish,0.7840852053505641,q4_high,"(30.0, 40.0]"
635,v17,635,short,Short1,2025-12-19 11:15:00,88281.56,0.033329536484245685,1,0,,,68973,88337.96,88379.43,88180.0,88281.59,83.27155,64.5641165815946,372.9981971092802,0.0042250960490095415,86833.14976997464,88958.24206401364,84708.05747593561,91083.33435805264,82582.9651818966,680.0295340924838,8500.369176156048,11,2025-12,bearish,0.06385249744596795,q3,"(60.0, 70.0]"
636,v17,636,short,Short1,2025-12-22 08:30:00,89746.37,0.03276445714758377,1,0,,,69250,89815.81,89908.71,89581.19,89746.4,216.59589,71.15875456545004,215.7441586742117,0.002403931062128528,88056.87395046919,90296.5971784621,85817.1507224763,92536.32040645504,83577.42749448343,716.7114329577284,8958.892911971605,8,2025-12,bearish,0.07734014957703428,q1_low,"(70.0, 100.0]"
637,v17,637,short,Short1,2025-12-29 03:15:00,89481.39,0.03287646958787426,1,0,,,69901,89495.51,89513.13,89364.18,89481.42,244.53578,77.72668782222318,140.84895940304943,0.0015740581609349678,87821.07333916261,90024.1834081978,85617.96327012745,92227.29347723298,83414.85320109228,704.9952220912558,8812.440276140696,3,2025-12,bearish,0.01574628565348707,q1_low,"(70.0, 100.0]"
638,v17,638,short,Short1,2026-01-02 10:45:00,89666.26,0.03282364978142539,1,0,,,70315,89700.74,89755.0,89620.59,89666.29,161.87238,67.58647711959787,148.73604547916688,0.001658773274540152,88160.13466298823,90295.48902517089,86024.78030080555,92430.84338735355,83889.42593862288,683.3133958984539,8541.417448730674,10,2026-01,bearish,0.03842023574301071,q1_low,"(60.0, 70.0]"
639,v17,639,short,Short1,2026-01-02 17:45:00,90370.49,0.03256944149007475,1,0,,,70343,90519.3,90563.04,90185.43,90370.52,201.75374,61.991357878299,227.48044486453009,0.002517197476173979,88304.81181756187,90448.77599398949,86160.84764113424,92592.7401704171,84016.88346470661,686.0685364568396,8575.856705710496,17,2026-01,bearish,0.1646333339677572,q1_low,"(60.0, 70.0]"
640,v17,640,short,Short1,2026-01-03 21:00:00,90361.47,0.032585775101858123,1,0,,,70452,90372.4,90409.18,90318.29,90361.5,61.6312,66.05677806903992,153.88511800497375,0.001702994284125139,88863.00382104752,91023.69440867465,86702.31323342037,93184.38499630179,84541.62264579324,691.420988040684,8642.76235050855,21,2026-01,bearish,0.012062659429064567,q1_low,"(60.0, 70.0]"
641,v17,641,short,Short1,2026-01-05 00:15:00,91847.35,0.03198311515001763,1,0,,,70561,91895.35,91999.99,91703.15,91847.38,307.72942,69.4670652910068,162.52292244416822,0.0017694889330993242,89966.88068959062,92153.71984141924,87780.04153776198,94340.55899324786,85593.20238593334,699.7885285851615,8747.35660731452,0,2026-01,bearish,0.05222794596862879,q1_low,"(60.0, 70.0]"
642,v17,642,short,Short1,2026-01-06 11:30:00,93804.27,0.031177653170706227,1,0,,,70702,93833.57,93833.57,93776.0,93804.3,111.83016,60.2503282789517,208.38253309310954,0.0022214603498252163,91747.27505154687,93960.990852523,89533.55925057076,96174.70665349913,87319.84344959466,708.389056312358,8854.863203904475,11,2026-01,bearish,0.031203260404911153,q1_low,"(60.0, 70.0]"
643,v17,643,long,Long1,2026-01-07 19:15:00,90909.03,0.03217855202956392,1,0,,,70829,90787.34,90915.44,90675.52,90909.0,235.66994,34.872710165887824,267.33757382485334,0.0029407162527896394,92773.2504725305,95000.79448373325,90545.70646132776,97228.33849493599,88318.16245012503,712.8140835848765,8910.176044810956,19,2026-01,bullish,0.13382613382613767,q2,"(30.0, 40.0]"
644,v17,644,long,Long1,2026-01-08 06:30:00,90376.98,0.016181113705663618,1,0,,,70874,90276.86,90419.98,90219.69,90376.95,181.20324,32.29871773503049,249.5913063631025,0.002761669943089499,92780.19590973196,94983.89537106891,90576.49644839505,97187.59483240587,88372.79698705811,705.1838276278204,8814.797845347755,6,2026-01,bullish,0.11074726465099399,q1_low,"(30.0, 40.0]"
645,v17,645,long,Long1,2026-01-09 09:00:00,90158.12,0.03244621056071706,1,0,,,70980,90033.52,90263.17,90014.6,90158.09,190.61993,28.70292074764137,244.65686901697794,0.002713642991072437,91987.29430255228,94125.35956764533,89849.22903745924,96263.42483273837,87711.1637723662,684.1808848297736,8552.26106037217,9,2026-01,bullish,0.13816841062182267,q1_low,"(-0.001, 30.0]"
646,v17,646,short,Short1,2026-01-12 03:15:00,92381.87,0.031673648339521375,1,0,,,71245,92433.31,92519.95,92352.24,92381.9,245.49544,75.82586729893907,159.01760292812006,0.0017213069110737066,90751.16949228168,93037.87007044633,88464.46891411705,95324.57064861097,86177.76833595241,731.744185012685,9146.802312658561,3,2026-01,bearish,0.05564942916307577,q1_low,"(70.0, 100.0]"
647,v17,648,short,Short1,2026-01-13 16:00:00,93289.38,0.03137216885756619,1,0,,,71392,93449.99,93702.12,93289.41,93289.41,644.44382,67.3718616436632,239.40475679013468,0.0025662586652668794,91081.95977406621,93395.94236144827,88767.97718668418,95709.92494883032,86453.99459930212,740.4744279622554,9255.930349528193,16,2026-01,bearish,0.17213100608097076,q1_low,"(60.0, 70.0]"
648,v17,647,short,Short2,2026-01-13 22:15:00,95316.74,0.061138447665937345,2,0,,,71417,95604.1,95691.47,94999.53,95316.77,669.83747,73.21041694956978,282.3279521117581,0.0029619966361822594,91256.49076961061,93565.79454124422,88947.18699797709,95875.09831287782,86637.88322634355,738.9772069227416,9237.21508653427,22,2026-01,bearish,0.3014474787595108,q2,"(70.0, 100.0]"
649,v17,649,short,Short1,2026-01-14 16:15:00,97248.34,0.014926407098938641,1,0,,,71489,97374.48,97460.17,97109.26,97248.37,475.36415,72.89849539875448,287.5160728003824,0.0029565130274202276,92227.4473831687,94599.78097845869,89855.11378787874,96972.11457374867,87482.78019258879,759.14675049279,9489.334381159875,16,2026-01,bearish,0.12967826607273786,q2,"(70.0, 100.0]"
650,v17,650,short,Short1,2026-01-15 09:45:00,97040.72,0.014961176755875244,1,0,,,71559,97080.4,97193.34,96983.81,97040.75,375.74566,64.81859362601935,286.7468462760993,0.0029549116868542264,93507.574683454,95869.73011210795,91145.41925480004,98231.8855407619,88783.26382614608,755.8897371692653,9448.621714615816,9,2026-01,bearish,0.04085912361558848,q2,"(60.0, 70.0]"
651,v17,651,long,Long1,2026-01-19 00:15:00,92638.39,0.015675031478133702,1,0,,,71905,92448.61,92815.57,92125.3,92638.36,1036.80795,15.12735422913984,152.15788462923598,0.0016424932892727805,95369.87518882073,97797.54877154788,92942.20160609359,100225.22235427503,90514.52802336644,776.8555464726873,9710.694330908591,0,2026-01,bullish,0.20482875560404998,q1_low,"(-0.001, 30.0]"
652,v17,652,long,Long1,2026-01-20 02:15:00,92494.62,0.0314037066995017,1,0,,,72009,92480.8,92539.22,92370.68,92494.59,95.60605,39.319746000508594,177.0346771231991,0.001914000344487165,94591.2403871309,96989.65054963382,92192.83022462799,99388.06071213674,89794.42006212508,767.4912520009326,9593.640650011657,2,2026-01,bullish,0.014908980081963279,q1_low,"(30.0, 40.0]"
653,v17,653,long,Long2,2026-01-20 17:45:00,89775.49,0.0643246049311645,2,0,,,72071,89688.01,89842.84,89431.1,89775.46,522.87431,32.85565200778875,245.7808149232997,0.0027377282714374247,93892.27262294089,96269.43446496408,91515.11078091772,98646.59630698727,89137.94893889454,760.6917894474184,9508.64736809273,17,2026-01,bullish,0.09740969302748394,q1_low,"(30.0, 40.0]"
654,v17,654,long,Long1,2026-01-21 18:15:00,88015.7,0.01639070421481992,1,0,,,72169,87905.81,88050.0,87843.95,88015.67,132.54196,39.323178338489676,327.26244534987865,0.0037182293260947584,92072.06150540945,94452.78290552567,89691.34010529323,96833.50430564188,87310.61870517701,761.8308480371896,9522.88560046487,18,2026-01,bullish,0.12481868285499684,q3,"(30.0, 40.0]"
655,v17,655,long,Long2,2026-01-21 18:15:00,88015.7,0.06556045436237015,2,0,,,72169,87905.81,88050.0,87843.95,88015.67,132.54196,39.323178338489676,327.26244534987865,0.0037182293260947584,92072.06150540945,94452.78290552567,89691.34010529323,96833.50430564188,87310.61870517701,761.8308480371896,9522.88560046487,18,2026-01,bullish,0.12481868285499684,q3,"(30.0, 40.0]"
656,v17,656,long,Long1,2026-01-25 17:15:00,87888.63,0.03286619887829047,1,0,,,72549,87863.05,88020.2,87767.18,87888.6,160.33503,31.389749655852228,147.85307024920846,0.0016822781367459311,89462.77655917057,91723.57279942122,87201.98031891993,93984.36903967187,84941.18407866928,723.4547968802077,9043.184961002597,17,2026-01,bullish,0.02907089201557757,q1_low,"(30.0, 40.0]"
657,v17,657,short,Short1,2026-01-28 12:00:00,89928.83,0.032085813822722936,1,0,,,72816,90079.99,90176.88,89898.16,89928.86,429.03788,65.31203538042587,230.24594841193397,0.0025603121001637735,88207.56618068524,90381.45947386997,86033.67288750052,92555.35276705469,83859.77959431581,695.6458538191102,8695.573172738877,12,2026-01,bearish,0.1680550604110901,q1_low,"(60.0, 70.0]"
658,v17,658,long,Long1,2026-01-29 15:15:00,85454.9,0.01688715825400985,1,0,,,72925,85340.58,85804.82,85224.71,85454.87,2369.43368,14.761711913034517,264.3331271417175,0.0030932482507049336,88583.00690582972,90688.8457197707,86477.16809188871,92794.6845337117,84371.32927794772,673.8684204611183,8423.355255763978,15,2026-01,bullish,0.1337431090820144,q2,"(-0.001, 30.0]"
659,v17,659,long,Long2,2026-01-29 21:00:00,84427.23,0.06828616695837164,2,0,,,72948,84216.91,84468.56,84200.0,84427.2,249.10897,43.219211956432055,325.3539405672144,0.003853662570441924,88500.04873650197,90612.18965662539,86387.90781637857,92724.33057674879,84275.76689625517,675.8850944394898,8448.563680493622,21,2026-01,bullish,0.24907849602970794,q3,"(40.0, 50.0]"
660,v17,660,long,Long1,2026-01-31 07:45:00,83546.84,0.01698835473936849,1,0,,,73087,83482.07,83573.19,83482.06,83546.81,65.97889,35.40652777912484,313.91111078832614,0.0037573081580053883,86410.51690238595,88539.82972989828,84281.20407487365,90669.14255741061,82151.89124736135,681.3801048039412,8517.251310049265,7,2026-01,bullish,0.07748949361440693,q3,"(30.0, 40.0]"
661,v17,661,short,TrendShort,2026-01-31 18:15:00,78436.91,0.1799793576543766,0,-1,breakout_down,,73129,78622.95,78664.73,78000.0,78436.94,860.14051,16.335130725331638,393.0967038391516,0.005011627223590716,85569.39828076464,87675.71118131708,83463.0853802122,89782.02408186953,81356.77247965976,674.0201281767816,8425.25160220977,18,2026-01,bearish,0.23714591619713207,q4_high,"(-0.001, 30.0]"
662,v17,662,long,RevLong,2026-01-31 18:30:00,77540.31,0.1840762354758633,0,2,breakout_short_tp,rev_long,73130,78436.94,78729.43,75719.9,77540.28,4653.93953,13.033626011301166,425.8021200411622,0.005491366810142576,85542.83520876063,87650.68406827796,83434.98634924332,89758.53292779528,81327.137489726,674.5116350455431,8431.395438069289,18,2026-01,bearish,1.156379626176232,q4_high,"(-0.001, 30.0]"
663,v17,663,long,Long1,2026-02-03 03:00:00,78021.56,0.03604968684467454,1,0,,,73356,77808.02,78102.0,77644.09,78021.53,333.24447,39.32707287579429,431.6340875698695,0.005532243312453236,79537.63740517566,81479.83524924025,77595.43956111105,83422.03309330484,75653.24171704645,621.5033101006713,7768.791376258392,3,2026-02,bullish,0.27365523336955166,q4_high,"(30.0, 40.0]"
664,v17,665,long,Long1,2026-02-03 16:30:00,76753.48,0.0366605553296031,1,0,,,73410,76693.53,76904.75,76400.0,76753.45,1321.10839,35.352422226987386,414.96238615454774,0.005406433015773855,78587.45338729564,80480.15619315288,76694.7505814384,82372.85899901012,74802.04777558117,605.6648978743156,7570.811223428944,16,2026-02,bullish,0.07806815198534822,q4_high,"(30.0, 40.0]"
665,v17,664,long,Long2,2026-02-03 19:45:00,74935.03,0.07473912611509573,2,0,,,73423,74912.83,75056.58,74316.13,74935.0,502.83317,39.89410645737754,470.91738365193066,0.006284344880922541,78348.87151710076,80233.86310290782,76463.87993129372,82118.85468871488,74578.88834548669,603.1973074582556,7539.966343228196,19,2026-02,bullish,0.029585640888767934,q4_high,"(30.0, 40.0]"
666,v17,666,long,Long1,2026-02-04 16:45:00,73636.04,0.018909991021007905,1,0,,,73507,73113.01,73891.62,73076.92,73636.01,603.33915,33.8470240721347,455.4265672018567,0.0061848349360843526,77430.50631760435,79280.20250747137,75580.81012773729,81129.89869733839,73731.11393787024,591.9027807574521,7398.784759468152,16,2026-02,bullish,0.7102503245355093,q4_high,"(30.0, 40.0]"
667,v17,667,long,Long1,2026-02-04 21:45:00,72800.02,0.019098248674065562,1,0,,,73527,72639.97,72850.0,72210.0,72799.99,570.47658,39.02194891861601,500.14192298224606,0.0068700823033388606,77188.13272074044,79024.76563433892,75351.49980714191,80861.39854793741,73514.86689354338,587.7225323515222,7346.531654394028,21,2026-02,bullish,0.2198077225010664,q4_high,"(30.0, 40.0]"
668,v17,668,long,Long1,2026-02-05 03:00:00,71525.55,0.019436956531182277,1,0,,,73548,71454.44,71884.47,71345.95,71525.52,1025.94965,36.37401020796419,537.5188013296989,0.007515063173671424,76904.86127265633,78717.55422672078,75092.16831859187,80530.24718078523,73279.47536452739,580.0617453006271,7250.7718162578385,3,2026-02,bullish,0.0993771174260624,q4_high,"(30.0, 40.0]"
669,v17,669,short,TrendShort,2026-02-05 04:15:00,71028.29000000001,0.19563336144575233,0,-1,breakout_down,,73553,70950.64,71353.83,70701.0,71028.32,977.59261,33.00696376067775,535.9189478593627,0.007545144638918148,76830.44816186381,78639.04707319706,75021.84925053052,80447.64598453032,73213.25033919723,578.7516516266472,7234.39564533309,4,2026-02,bullish,0.1093648280010108,q4_high,"(30.0, 40.0]"
670,v17,670,short,TrendShort,2026-02-05 11:30:00,70493.68000000001,0.19737399144828033,0,-1,breakout_down,,73582,70067.21,70728.88,69922.0,70493.71,977.8994,40.838767249296964,530.3395305398442,0.00752321775290085,76358.51732023382,78146.22146387199,74570.8131765956,79933.92560751016,72783.1090329574,572.0653259642202,7150.816574552751,11,2026-02,bullish,0.60501851867351,q4_high,"(40.0, 50.0]"
671,v17,671,short,TrendShort,2026-02-05 17:30:00,67109.9,0.20734621263841382,0,-1,breakout_down,,73606,67408.2,67539.9,66533.97,67109.93,1191.60292,36.48098886078583,629.2215315680013,0.009375982534447606,75857.86002628255,77631.94606428215,74083.7739882829,79406.03210228174,72309.68795028326,567.7075321598782,7096.344151998477,17,2026-02,bearish,0.44444987500360095,q4_high,"(30.0, 40.0]"
672,v17,672,long,RevLong,2026-02-06 00:00:00,60255.68,0.25443561225895855,0,2,breakout_short_tp,rev_long,73632,62909.87,63074.76,60100.0,60255.65,6300.6132,21.89076034170499,757.0378929374949,0.012563766102224354,74983.38052800445,76749.69471263164,73217.06634337723,78516.00889725884,71450.75215875,565.2205390807078,7065.256738508848,0,2026-02,bearish,4.404931321793062,q4_high,"(-0.001, 30.0]"
673,v17,674,short,Short1,2026-02-08 09:00:00,70403.36,0.025185246532340094,1,0,,,73860,70665.59,70712.71,70342.4,70403.39,262.80444,70.03436290531975,407.67228396108095,0.005790520654773598,68589.90281577554,70210.17940026929,66969.62623128179,71830.45598476304,65349.34964678802,518.4885070380021,6481.106337975027,9,2026-02,bearish,0.37242524827284185,q4_high,"(70.0, 100.0]"
674,v17,673,short,Short2,2026-02-08 13:30:00,71221.98,0.09946369731041842,2,0,,,73878,71454.93,71490.0,71199.72,71222.01,209.58346,64.15688298303229,395.3578150146696,0.005551062305243416,68457.9175285688,70076.27423908333,66839.56081805426,71694.63094959786,65221.20410753972,517.8741473646514,6473.426842058143,13,2026-02,bearish,0.32703373577914785,q4_high,"(60.0, 70.0]"
675,v17,675,long,Long1,2026-02-10 12:00:00,68636.51,0.05163915762591164,1,0,,,74064,68535.02,68828.92,68535.01,68636.48,248.71881,32.93183770754901,335.8589931503609,0.004893301538050333,69882.67741029464,71526.1502214697,68239.20459911958,73169.62303264474,66595.73178794452,525.9112995760178,6573.891244700222,12,2026-02,bullish,0.1478222659436962,q4_high,"(30.0, 40.0]"
676,v17,677,long,Long1,2026-02-11 03:30:00,68427.66,0.051727918200862394,1,0,,,74126,68288.18,68559.64,68262.0,68427.63,127.93351,39.09710577359116,330.6734142847413,0.004832454584277451,69878.38029938994,71501.99825909834,68254.76233968155,73125.61621880674,66631.14437997315,519.5577471066872,6494.47183883359,3,2026-02,bullish,0.20379194778485185,q4_high,"(30.0, 40.0]"
677,v17,676,long,Long2,2026-02-11 07:15:00,67006.01,0.10520421864736784,2,0,,,74141,66748.14,67019.66,66672.33,67005.98,330.47507,32.57113973430789,334.5642311122165,0.004993050338376015,69843.94453595488,71464.11309101847,68223.77598089128,73084.28164608206,66603.6074258277,518.4539376203495,6480.674220254368,7,2026-02,bullish,0.3848014759279642,q4_high,"(30.0, 40.0]"
678,v17,678,long,Long1,2026-02-12 05:15:00,66877.04,0.026313971276666775,1,0,,,74229,66805.98,66986.0,66670.45,66877.01,166.70247,38.263255565715916,362.9474147863522,0.005427087945264782,69024.26479666622,70601.11864903777,67447.41094429466,72177.97250140933,65870.55709192311,504.5932327588974,6307.415409486217,5,2026-02,bullish,0.10620989185969713,q4_high,"(30.0, 40.0]"
